Event,Details,Gender,Day,Date,Start Time,End Time,Duration,Venue,Lat,Lon,Dist
Badminton,Mixed Doubles: bronze medal match,Women,Fri,3-Aug,9:00,12:00,3:00,"Wembley Arena, London",51.55813974,-0.282667279,200
Basketball,Bronze medal game,Men,Sun,12-Aug,11:00,13:00,2:00,"North Greenwich Arena, London",51.50295931,0.002939701,200
Basketball,"Gold medal game, victory ceremony",Men,Sun,12-Aug,15:00,17:30,2:30,"North Greenwich Arena, London",51.50295931,0.002939701,200
Basketball,Preliminaries (2 games),Men,Sun,29-Jul,9:00,13:00,4:00,"Basketball Arena, Olympic Park, Stratford, London",51.54861684,-0.013990402,150
Basketball,Preliminaries (2 games),Men,Sun,29-Jul,14:30,18:30,4:00,"Basketball Arena, Olympic Park, Stratford, London",51.54861684,-0.013990402,150
Basketball,Preliminaries (2 games),Men,Sun,29-Jul,20:00,21:00,1:00,"Basketball Arena, Olympic Park, Stratford, London",51.54861684,-0.013990402,150
Basketball,Preliminaries (2 games),Men,Tue,31-Jul,9:00,13:00,4:00,"Basketball Arena, Olympic Park, Stratford, London",51.54861684,-0.013990402,150
Basketball,Preliminaries (2 games),Men,Tue,31-Jul,14:30,18:30,4:00,"Basketball Arena, Olympic Park, Stratford, London",51.54861684,-0.013990402,150
Basketball,Preliminaries (2 games),Men,Tue,31-Jul,20:00,21:00,1:00,"Basketball Arena, Olympic Park, Stratford, London",51.54861684,-0.013990402,150
Basketball,Preliminaries (2 games),Men,Thur,2-Aug,9:00,13:00,4:00,"Basketball Arena, Olympic Park, Stratford, London",51.54861684,-0.013990402,150
Basketball,Preliminaries (2 games),Men,Thur,2-Aug,14:30,18:30,4:00,"Basketball Arena, Olympic Park, Stratford, London",51.54861684,-0.013990402,150
Basketball,Preliminaries (2 games),Men,Thur,2-Aug,20:00,21:00,1:00,"Basketball Arena, Olympic Park, Stratford, London",51.54861684,-0.013990402,150
Basketball,Preliminaries (2 games),Men,Sat,4-Aug,9:00,13:00,4:00,"Basketball Arena, Olympic Park, Stratford, London",51.54861684,-0.013990402,150
Basketball,Preliminaries (2 games),Men,Sat,4-Aug,14:30,18:30,4:00,"Basketball Arena, Olympic Park, Stratford, London",51.54861684,-0.013990402,150
Basketball,Preliminaries (2 games),Men,Sat,4-Aug,20:00,21:00,1:00,"Basketball Arena, Olympic Park, Stratford, London",51.54861684,-0.013990402,150
Basketball,Preliminaries (2 games),Men,Mon,6-Aug,9:00,13:00,4:00,"Basketball Arena, Olympic Park, Stratford, London",51.54861684,-0.013990402,150
Basketball,Preliminaries (2 games),Men,Mon,6-Aug,14:30,18:30,4:00,"Basketball Arena, Olympic Park, Stratford, London",51.54861684,-0.013990402,150
Basketball,Preliminaries (2 games),Men,Mon,6-Aug,20:00,21:00,1:00,"Basketball Arena, Olympic Park, Stratford, London",51.54861684,-0.013990402,150
Basketball,Quarter-finals (2 games),Men,Wed,8-Aug,14:00,18:00,4:00,"North Greenwich Arena, London",51.50295931,0.002939701,200
Basketball,Quarter-finals (2 games),Men,Wed,8-Aug,20:00,21:00,1:00,"North Greenwich Arena, London",51.50295931,0.002939701,200
Basketball,Semi-final,Men,Fri,10-Aug,17:00,19:00,2:00,"North Greenwich Arena, London",51.50295931,0.002939701,200
Basketball,Semi-final,Men,Fri,10-Aug,21:00,23:00,2:00,"North Greenwich Arena, London",51.50295931,0.002939701,200
Basketball,Bronze medal game,Women,Sat,11-Aug,17:00,19:00,2:00,"North Greenwich Arena, London",51.50295931,0.002939701,200
Basketball,"Gold medal game, victory ceremony",Women,Sat,11-Aug,21:00,23:30,2:30,"North Greenwich Arena, London",51.50295931,0.002939701,200
Basketball,Preliminaries (2 games),Women,Sat,28-Jul,9:00,13:00,4:00,"Basketball Arena, Olympic Park, Stratford, London",51.54861684,-0.013990402,150
Basketball,Preliminaries (2 games),Women,Sat,28-Jul,14:30,18:30,4:00,"Basketball Arena, Olympic Park, Stratford, London",51.54861684,-0.013990402,150
Basketball,Preliminaries (2 games),Women,Sat,28-Jul,20:00,21:00,1:00,"Basketball Arena, Olympic Park, Stratford, London",51.54861684,-0.013990402,150
Basketball,Preliminaries (2 games),Women,Mon,30-Jul,9:00,13:00,4:00,"Basketball Arena, Olympic Park, Stratford, London",51.54861684,-0.013990402,150
Basketball,Preliminaries (2 games),Women,Mon,30-Jul,14:30,18:30,4:00,"Basketball Arena, Olympic Park, Stratford, London",51.54861684,-0.013990402,150
Basketball,Preliminaries (2 games),Women,Mon,30-Jul,20:00,21:00,1:00,"Basketball Arena, Olympic Park, Stratford, London",51.54861684,-0.013990402,150
Basketball,Preliminaries (2 games),Women,Wed,1-Aug,9:00,13:00,4:00,"Basketball Arena, Olympic Park, Stratford, London",51.54861684,-0.013990402,150
Basketball,Preliminaries (2 games),Women,Wed,1-Aug,14:30,18:30,4:00,"Basketball Arena, Olympic Park, Stratford, London",51.54861684,-0.013990402,150
Basketball,Preliminaries (2 games),Women,Wed,1-Aug,20:00,21:00,1:00,"Basketball Arena, Olympic Park, Stratford, London",51.54861684,-0.013990402,150
Basketball,Preliminaries (2 games),Women,Fri,3-Aug,9:00,13:00,4:00,"Basketball Arena, Olympic Park, Stratford, London",51.54861684,-0.013990402,150
Basketball,Preliminaries (2 games),Women,Fri,3-Aug,14:30,18:30,4:00,"Basketball Arena, Olympic Park, Stratford, London",51.54861684,-0.013990402,150
Basketball,Preliminaries (2 games),Women,Fri,3-Aug,20:00,21:00,1:00,"Basketball Arena, Olympic Park, Stratford, London",51.54861684,-0.013990402,150
Basketball,Preliminaries (2 games),Women,Sun,5-Aug,9:00,13:00,4:00,"Basketball Arena, Olympic Park, Stratford, London",51.54861684,-0.013990402,150
Basketball,Preliminaries (2 games),Women,Sun,5-Aug,14:30,18:30,4:00,"Basketball Arena, Olympic Park, Stratford, London",51.54861684,-0.013990402,150
Basketball,Preliminaries (2 games),Women,Sun,5-Aug,20:00,21:00,1:00,"Basketball Arena, Olympic Park, Stratford, London",51.54861684,-0.013990402,150
Basketball,Quarter-finals (2 games),Women,Tue,7-Aug,14:00,18:00,4:00,"Basketball Arena, Olympic Park, Stratford, London",51.54861684,-0.013990402,150
Basketball,Quarter-finals (2 games),Women,Tue,7-Aug,20:00,21:00,1:00,"Basketball Arena, Olympic Park, Stratford, London",51.54861684,-0.013990402,150
Basketball,Semi-final,Women,Thur,9-Aug,21:00,23:00,2:00,"North Greenwich Arena, London",51.50295931,0.002939701,200
Basketball,Semi-final,Women,Thur,9-Aug,17:00,19:00,2:00,"North Greenwich Arena, London",51.50295931,0.002939701,200
Beach Volleyball,"Bronze medal match, gold medal match, victory ceremony",Men,Thur,9-Aug,19:00,22:30,3:30,"Horse Guards Parade, London",51.50472238,-0.128316879,250
Beach Volleyball,Quarter-finals (2 matches),Men,Mon,6-Aug,18:00,19:50,1:50,"Horse Guards Parade, London",51.50472238,-0.128316879,250
Beach Volleyball,Quarter-finals (2 matches),Men,Mon,6-Aug,22:00,23:50,1:50,"Horse Guards Parade, London",51.50472238,-0.128316879,250
Beach Volleyball,"Preliminaries (2 matches), lucky loser round (4 matches)",Men & Women,Thur,2-Aug,20:00,23:50,3:50,"Horse Guards Parade, London",51.50472238,-0.128316879,250
Beach Volleyball,Preliminaries (4 matches),Men & Women,Sat,28-Jul,9:00,12:50,3:50,"Horse Guards Parade, London",51.50472238,-0.128316879,250
Beach Volleyball,Preliminaries (4 matches),Men & Women,Sat,28-Jul,14:30,18:20,3:50,"Horse Guards Parade, London",51.50472238,-0.128316879,250
Beach Volleyball,Preliminaries (4 matches),Men & Women,Sat,28-Jul,20:00,23:50,3:50,"Horse Guards Parade, London",51.50472238,-0.128316879,250
Beach Volleyball,Preliminaries (4 matches),Men & Women,Sun,29-Jul,9:00,12:50,3:50,"Horse Guards Parade, London",51.50472238,-0.128316879,250
Beach Volleyball,Preliminaries (4 matches),Men & Women,Sun,29-Jul,14:30,18:20,3:50,"Horse Guards Parade, London",51.50472238,-0.128316879,250
Beach Volleyball,Preliminaries (4 matches),Men & Women,Sun,29-Jul,20:00,23:50,3:50,"Horse Guards Parade, London",51.50472238,-0.128316879,250
Beach Volleyball,Preliminaries (4 matches),Men & Women,Mon,30-Jul,9:00,12:50,3:50,"Horse Guards Parade, London",51.50472238,-0.128316879,250
Beach Volleyball,Preliminaries (4 matches),Men & Women,Mon,30-Jul,14:30,18:20,3:50,"Horse Guards Parade, London",51.50472238,-0.128316879,250
Beach Volleyball,Preliminaries (4 matches),Men & Women,Mon,30-Jul,20:00,23:50,3:50,"Horse Guards Parade, London",51.50472238,-0.128316879,250
Beach Volleyball,Preliminaries (4 matches),Men & Women,Tue,31-Jul,9:00,12:50,3:50,"Horse Guards Parade, London",51.50472238,-0.128316879,250
Beach Volleyball,Preliminaries (4 matches),Men & Women,Tue,31-Jul,14:30,18:20,3:50,"Horse Guards Parade, London",51.50472238,-0.128316879,250
Beach Volleyball,Preliminaries (4 matches),Men & Women,Tue,31-Jul,20:00,23:50,3:50,"Horse Guards Parade, London",51.50472238,-0.128316879,250
Beach Volleyball,Preliminaries (4 matches),Men & Women,Wed,1-Aug,9:00,12:50,3:50,"Horse Guards Parade, London",51.50472238,-0.128316879,250
Beach Volleyball,Preliminaries (4 matches),Men & Women,Wed,1-Aug,14:30,18:20,3:50,"Horse Guards Parade, London",51.50472238,-0.128316879,250
Beach Volleyball,Preliminaries (4 matches),Men & Women,Wed,1-Aug,20:00,23:50,3:50,"Horse Guards Parade, London",51.50472238,-0.128316879,250
Beach Volleyball,Preliminaries (4 matches),Men & Women,Thur,2-Aug,9:00,12:50,3:50,"Horse Guards Parade, London",51.50472238,-0.128316879,250
Beach Volleyball,Preliminaries (4 matches),Men & Women,Thur,2-Aug,14:30,18:20,3:50,"Horse Guards Parade, London",51.50472238,-0.128316879,250
Beach Volleyball,Round of 16 (1 match per gender),Men & Women,Fri,3-Aug,9:00,10:50,1:50,"Horse Guards Parade, London",51.50472238,-0.128316879,250
Beach Volleyball,Round of 16 (1 match per gender),Men & Women,Fri,3-Aug,13:00,14:50,1:50,"Horse Guards Parade, London",51.50472238,-0.128316879,250
Beach Volleyball,Round of 16 (1 match per gender),Men & Women,Fri,3-Aug,17:00,18:50,1:50,"Horse Guards Parade, London",51.50472238,-0.128316879,250
Beach Volleyball,Round of 16 (1 match per gender),Men & Women,Fri,3-Aug,21:00,22:50,1:50,"Horse Guards Parade, London",51.50472238,-0.128316879,250
Beach Volleyball,Round of 16 (1 match per gender),Men & Women,Sat,4-Aug,9:00,10:50,1:50,"Horse Guards Parade, London",51.50472238,-0.128316879,250
Beach Volleyball,Round of 16 (1 match per gender),Men & Women,Sat,4-Aug,13:00,14:50,1:50,"Horse Guards Parade, London",51.50472238,-0.128316879,250
Beach Volleyball,Round of 16 (1 match per gender),Men & Women,Sat,4-Aug,17:00,18:50,1:50,"Horse Guards Parade, London",51.50472238,-0.128316879,250
Beach Volleyball,Round of 16 (1 match per gender),Men & Women,Sat,4-Aug,21:00,22:50,1:50,"Horse Guards Parade, London",51.50472238,-0.128316879,250
Beach Volleyball,Semi-finals,Men & Women,Tue,7-Aug,17:00,18:50,1:50,"Horse Guards Parade, London",51.50472238,-0.128316879,250
Beach Volleyball,Semi-finals,Men & Women,Tue,7-Aug,21:00,23:50,2:50,"Horse Guards Parade, London",51.50472238,-0.128316879,250
Beach Volleyball,"Bronze medal match, gold medal match, victory ceremony",Women,Wed,8-Aug,19:00,22:30,3:30,"Horse Guards Parade, London",51.50472238,-0.128316879,250
Beach Volleyball,Quarter-finals (2 matches),Women,Sun,5-Aug,18:00,19:50,1:50,"Horse Guards Parade, London",51.50472238,-0.128316879,250
Beach Volleyball,Quarter-finals (2 matches),Women,Sun,5-Aug,22:00,23:50,1:50,"Horse Guards Parade, London",51.50472238,-0.128316879,250
Boxing,Bantam Weight (56kg): quarter-finals,Men,Sun,5-Aug,20:30,22:30,2:00,"ExCel, Docklands, London",51.50844864,0.02995491,200
Boxing,Heavy Weight (91kg): quarter-finals,Men,Sun,5-Aug,20:30,22:30,2:00,"ExCel, Docklands, London",51.50844864,0.02995491,200
Boxing,Bantam Weight (56kg): round of 16,Men,Wed,1-Aug,13:30,16:30,3:00,"ExCel, Docklands, London",51.50844864,0.02995491,200
Boxing,Heavy Weight (91kg): round of 16,Men,Wed,1-Aug,13:30,16:30,3:00,"ExCel, Docklands, London",51.50844864,0.02995491,200
Boxing,Super Heavy Weight (+91kg): round of 16,Men,Wed,1-Aug,13:30,16:30,3:00,"ExCel, Docklands, London",51.50844864,0.02995491,200
Boxing,Bantam Weight (56kg): round of 16,Men,Wed,1-Aug,20:30,23:30,3:00,"ExCel, Docklands, London",51.50844864,0.02995491,200
Boxing,Heavy Weight (91kg): round of 16,Men,Wed,1-Aug,20:30,23:30,3:00,"ExCel, Docklands, London",51.50844864,0.02995491,200
Boxing,Super Heavy Weight (+91kg): round of 16,Men,Wed,1-Aug,20:30,23:30,3:00,"ExCel, Docklands, London",51.50844864,0.02995491,200
Boxing,Bantam Weight (56kg): round of 32,Men,Sat,28-Jul,20:30,23:30,3:00,"ExCel, Docklands, London",51.50844864,0.02995491,200
Boxing,Middle Weight (75kg): round of 32,Men,Sat,28-Jul,20:30,23:30,3:00,"ExCel, Docklands, London",51.50844864,0.02995491,200
Boxing,"Fly Weight (52kg): final, victory ceremony",Men,Sun,12-Aug,13:30,16:00,2:30,"ExCel, Docklands, London",51.50844864,0.02995491,200
Boxing,"Light Weight (60kg): final, victory ceremony",Men,Sun,12-Aug,13:30,16:00,2:30,"ExCel, Docklands, London",51.50844864,0.02995491,200
Boxing,"Welter Weight (69kg): final, victory ceremony",Men,Sun,12-Aug,13:30,16:00,2:30,"ExCel, Docklands, London",51.50844864,0.02995491,200
Boxing,"Light Heavy Weight (81kg): final, victory ceremony",Men,Sun,12-Aug,13:30,16:00,2:30,"ExCel, Docklands, London",51.50844864,0.02995491,200
Boxing,"Super Heavy Weight (+91kg): final, victory ceremony",Men,Sun,12-Aug,13:30,16:00,2:30,"ExCel, Docklands, London",51.50844864,0.02995491,200
Boxing,Fly Weight (52kg): quarter-finals,Men,Tue,7-Aug,20:30,22:30,2:00,"ExCel, Docklands, London",51.50844864,0.02995491,200
Boxing,Welter Weight (69kg): quarter-finals,Men,Tue,7-Aug,20:30,22:30,2:00,"ExCel, Docklands, London",51.50844864,0.02995491,200
Boxing,Fly Weight (52kg): round of 16,Men,Fri,3-Aug,13:30,15:30,2:00,"ExCel, Docklands, London",51.50844864,0.02995491,200
Boxing,Welter Weight (69kg): round of 16,Men,Fri,3-Aug,13:30,15:30,2:00,"ExCel, Docklands, London",51.50844864,0.02995491,200
Boxing,Fly Weight (52kg): round of 16,Men,Fri,3-Aug,20:30,22:30,2:00,"ExCel, Docklands, London",51.50844864,0.02995491,200
Boxing,Welter Weight (69kg): round of 16,Men,Fri,3-Aug,20:30,22:30,2:00,"ExCel, Docklands, London",51.50844864,0.02995491,200
Boxing,Fly Weight (52kg): round of 32,Men,Mon,30-Jul,13:30,16:00,2:30,"ExCel, Docklands, London",51.50844864,0.02995491,200
Boxing,Light Heavy Weight (81kg): round of 32,Men,Mon,30-Jul,13:30,16:00,2:30,"ExCel, Docklands, London",51.50844864,0.02995491,200
Boxing,Fly Weight (52kg): round of 32,Men,Mon,30-Jul,20:30,23:00,2:30,"ExCel, Docklands, London",51.50844864,0.02995491,200
Boxing,Light Heavy Weight (81kg): round of 32,Men,Mon,30-Jul,20:30,23:00,2:30,"ExCel, Docklands, London",51.50844864,0.02995491,200
Boxing,Fly Weight (52kg): semi-finals,Men,Fri,10-Aug,20:30,23:00,2:30,"ExCel, Docklands, London",51.50844864,0.02995491,200
Boxing,Light Weight (60kg): semi-finals,Men,Fri,10-Aug,20:30,23:00,2:30,"ExCel, Docklands, London",51.50844864,0.02995491,200
Boxing,Welter Weight (69kg): semi-finals,Men,Fri,10-Aug,20:30,23:00,2:30,"ExCel, Docklands, London",51.50844864,0.02995491,200
Boxing,Light Heavy Weight (81kg): semi-finals,Men,Fri,10-Aug,20:30,23:00,2:30,"ExCel, Docklands, London",51.50844864,0.02995491,200
Boxing,Super Heavy Weight (+91kg): semi-finals.,Men,Fri,10-Aug,20:30,23:00,2:30,"ExCel, Docklands, London",51.50844864,0.02995491,200
Boxing,"Light Fly Weight (49kg): final, victory ceremony",Men,Sat,11-Aug,20:30,23:00,2:30,"ExCel, Docklands, London",51.50844864,0.02995491,200
Boxing,"Bantam Weight (56kg): final, victory ceremony",Men,Sat,11-Aug,20:30,23:00,2:30,"ExCel, Docklands, London",51.50844864,0.02995491,200
Boxing,"Light Welter Weight (64kg): final, victory ceremony",Men,Sat,11-Aug,20:30,23:00,2:30,"ExCel, Docklands, London",51.50844864,0.02995491,200
Boxing,"Middle Weight (75kg): final, victory ceremony",Men,Sat,11-Aug,20:30,23:00,2:30,"ExCel, Docklands, London",51.50844864,0.02995491,200
Boxing,"Heavy Weight (91kg): final, victory ceremony",Men,Sat,11-Aug,20:30,23:00,2:30,"ExCel, Docklands, London",51.50844864,0.02995491,200
Boxing,Light Fly Weight (49kg): quarter-finals,Men,Wed,8-Aug,20:30,23:30,3:00,"ExCel, Docklands, London",51.50844864,0.02995491,200
Boxing,Light Welter Weight (64kg): quarter-finals,Men,Wed,8-Aug,20:30,23:30,3:00,"ExCel, Docklands, London",51.50844864,0.02995491,200
Boxing,Light Heavy Weight (81kg): quarter-finals,Men,Wed,8-Aug,20:30,23:30,3:00,"ExCel, Docklands, London",51.50844864,0.02995491,200
Boxing,Light Fly Weight (49kg): round of 16,Men,Sat,4-Aug,13:30,16:30,3:00,"ExCel, Docklands, London",51.50844864,0.02995491,200
Boxing,Light Welter Weight (64kg): round of 16,Men,Sat,4-Aug,13:30,16:30,3:00,"ExCel, Docklands, London",51.50844864,0.02995491,200
Boxing,Light Heavy Weight (81kg): round of 16,Men,Sat,4-Aug,13:30,16:30,3:00,"ExCel, Docklands, London",51.50844864,0.02995491,200
Boxing,Light Fly Weight (49kg): round of 16,Men,Sat,4-Aug,20:30,23:30,3:00,"ExCel, Docklands, London",51.50844864,0.02995491,200
Boxing,Light Welter Weight (64kg): round of 16,Men,Sat,4-Aug,20:30,23:30,3:00,"ExCel, Docklands, London",51.50844864,0.02995491,200
Boxing,Light Heavy Weight (81kg): round of 16,Men,Sat,4-Aug,20:30,23:30,3:00,"ExCel, Docklands, London",51.50844864,0.02995491,200
Boxing,Light Fly Weight (49kg): round of 32,Men,Tue,31-Jul,13:30,16:15,2:45,"ExCel, Docklands, London",51.50844864,0.02995491,200
Boxing,Light Welter Weight (64kg): round of 32,Men,Tue,31-Jul,13:30,16:15,2:45,"ExCel, Docklands, London",51.50844864,0.02995491,200
Boxing,Light Fly Weight (49kg): round of 32,Men,Tue,31-Jul,20:30,23:15,2:45,"ExCel, Docklands, London",51.50844864,0.02995491,200
Boxing,Light Welter Weight (64kg): round of 32,Men,Tue,31-Jul,20:30,23:15,2:45,"ExCel, Docklands, London",51.50844864,0.02995491,200
Boxing,Light Fly Weight (49kg): semi-finals,Men,Fri,10-Aug,13:30,16:00,2:30,"ExCel, Docklands, London",51.50844864,0.02995491,200
Boxing,Bantam Weight (56kg): semi-finals,Men,Fri,10-Aug,13:30,16:00,2:30,"ExCel, Docklands, London",51.50844864,0.02995491,200
Boxing,Light Welter Weight (64kg): semi-finals,Men,Fri,10-Aug,13:30,16:00,2:30,"ExCel, Docklands, London",51.50844864,0.02995491,200
Boxing,Middle Weight (75kg): semi-finals,Men,Fri,10-Aug,13:30,16:00,2:30,"ExCel, Docklands, London",51.50844864,0.02995491,200
Boxing,Heavy Weight (91kg): semi-finals,Men,Fri,10-Aug,13:30,16:00,2:30,"ExCel, Docklands, London",51.50844864,0.02995491,200
Boxing,Light Weight (60kg): quarter-finals,Men,Mon,6-Aug,20:30,23:30,3:00,"ExCel, Docklands, London",51.50844864,0.02995491,200
Boxing,Middle Weight (75kg): quarter-finals,Men,Mon,6-Aug,20:30,23:30,3:00,"ExCel, Docklands, London",51.50844864,0.02995491,200
Boxing,Super Heavy Weight (+91kg): quarter-finals,Men,Mon,6-Aug,20:30,23:30,3:00,"ExCel, Docklands, London",51.50844864,0.02995491,200
Boxing,Light Weight (60kg): round of 16,Men,Thur,2-Aug,13:30,15:30,2:00,"ExCel, Docklands, London",51.50844864,0.02995491,200
Boxing,Middle Weight (75kg): round of 16,Men,Thur,2-Aug,13:30,15:30,2:00,"ExCel, Docklands, London",51.50844864,0.02995491,200
Boxing,Light Weight (60kg): round of 16,Men,Thur,2-Aug,20:30,22:30,2:00,"ExCel, Docklands, London",51.50844864,0.02995491,200
Boxing,Middle Weight (75kg): round of 16,Men,Thur,2-Aug,20:30,22:30,2:00,"ExCel, Docklands, London",51.50844864,0.02995491,200
Boxing,Light Weight (60kg): round of 32,Men,Sun,29-Jul,13:30,16:30,3:00,"ExCel, Docklands, London",51.50844864,0.02995491,200
Boxing,Welter Weight (69kg): round of 32,Men,Sun,29-Jul,13:30,16:30,3:00,"ExCel, Docklands, London",51.50844864,0.02995491,200
Boxing,Light Weight (60kg): round of 32,Men,Sun,29-Jul,20:30,23:30,3:00,"ExCel, Docklands, London",51.50844864,0.02995491,200
Boxing,Welter Weight (69kg): round of 32,Men,Sun,29-Jul,20:30,23:30,3:00,"ExCel, Docklands, London",51.50844864,0.02995491,200
Boxing,Bantam Weight (56kg): round of 32,Men,Sat,28-Jul,13:30,16:30,3:00,"ExCel, Docklands, London",51.50844864,0.02995491,200
Boxing,Middle Weight (75kg): round of 32,Men,Sat,28-Jul,13:30,16:30,3:00,"ExCel, Docklands, London",51.50844864,0.02995491,200
Boxing,"Fly Weight (51kg): final, victory ceremony",Women,Thur,9-Aug,16:30,18:00,1:30,"ExCel, Docklands, London",51.50844864,0.02995491,200
Boxing,"Light Weight (60kg): final, victory ceremony",Women,Thur,9-Aug,16:30,18:00,1:30,"ExCel, Docklands, London",51.50844864,0.02995491,200
Boxing,"Middle Weight (75kg): final, victory ceremony",Women,Thur,9-Aug,16:30,18:00,1:30,"ExCel, Docklands, London",51.50844864,0.02995491,200
Boxing,Fly Weight (51kg): quarter-finals,Women,Mon,6-Aug,13:30,16:30,3:00,"ExCel, Docklands, London",51.50844864,0.02995491,200
Boxing,Light Weight (60kg): quarter-finals,Women,Mon,6-Aug,13:30,16:30,3:00,"ExCel, Docklands, London",51.50844864,0.02995491,200
Boxing,Middle Weight (75kg): quarter-finals,Women,Mon,6-Aug,13:30,16:30,3:00,"ExCel, Docklands, London",51.50844864,0.02995491,200
Boxing,Fly Weight (51kg): round of 16,Women,Sun,5-Aug,13:30,16:30,3:00,"ExCel, Docklands, London",51.50844864,0.02995491,200
Boxing,Light Weight (60kg): round of 16,Women,Sun,5-Aug,13:30,16:30,3:00,"ExCel, Docklands, London",51.50844864,0.02995491,200
Boxing,Middle Weight (75kg): round of 16,Women,Sun,5-Aug,13:30,16:30,3:00,"ExCel, Docklands, London",51.50844864,0.02995491,200
Boxing,Fly Weight (51kg): semi-finals,Women,Wed,8-Aug,13:30,15:00,1:30,"ExCel, Docklands, London",51.50844864,0.02995491,200
Boxing,Light Weight (60kg): semi-finals,Women,Wed,8-Aug,13:30,15:00,1:30,"ExCel, Docklands, London",51.50844864,0.02995491,200
Boxing,Middle Weight (75kg): semi-finals,Women,Wed,8-Aug,13:30,15:00,1:30,"ExCel, Docklands, London",51.50844864,0.02995491,200
Canoe Slalom,Canoe Double (C2): heats,Men,Mon,30-Jul,13:30,17:30,4:00,"Lee Valley White Water Centre, Hertfordshire ",51.68792222,-0.017552376,300
Canoe Slalom,Kayak (K1): heats,Women,Mon,30-Jul,13:30,17:30,4:00,"Lee Valley White Water Centre, Hertfordshire ",51.68792222,-0.017552376,300
Canoe Slalom,"Canoe Double (C2): semi-final, final, victory ceremony",Men,Thur,2-Aug,13:30,17:00,3:30,"Lee Valley White Water Centre, Hertfordshire ",51.68792222,-0.017552376,300
Canoe Slalom,"Kayak (K1): semi-final, final, victory ceremony",Women,Thur,2-Aug,13:30,17:00,3:30,"Lee Valley White Water Centre, Hertfordshire ",51.68792222,-0.017552376,300
Canoe Slalom,Canoe Single (C1): heats,Men,Sun,29-Jul,13:30,17:40,4:10,"Lee Valley White Water Centre, Hertfordshire ",51.68792222,-0.017552376,300
Canoe Slalom,Kayak (K1): heats,Men,Sun,29-Jul,13:30,17:40,4:10,"Lee Valley White Water Centre, Hertfordshire ",51.68792222,-0.017552376,300
Canoe Slalom,"Canoe Single (C1): semi-final, final, victory ceremony",Men,Tue,31-Jul,13:30,15:50,2:20,"Lee Valley White Water Centre, Hertfordshire ",51.68792222,-0.017552376,300
Canoe Slalom,"Kayak (K1): semi-final, final, victory ceremony",Men,Wed,1-Aug,13:30,16:05,2:35,"Lee Valley White Water Centre, Hertfordshire ",51.68792222,-0.017552376,300
Canoe Sprint,"Canoe Double (C2) 1000m: final, victory ceremony",Men,Thur,9-Aug,9:30,11:15,1:45,"Eton Dorney, Buckinghamshire ",51.49351504,-0.663256645,750
Canoe Sprint,"Kayak Four (K4) 1000m: final, victory ceremony",Men,Thur,9-Aug,9:30,11:15,1:45,"Eton Dorney, Buckinghamshire ",51.49351504,-0.663256645,750
Canoe Sprint,"Kayak Single (K1) 500m: final, victory ceremony",Women,Thur,9-Aug,9:30,11:15,1:45,"Eton Dorney, Buckinghamshire ",51.49351504,-0.663256645,750
Canoe Sprint,"Kayak Double (K2) 500m: final, victory ceremony",Women,Thur,9-Aug,9:30,11:15,1:45,"Eton Dorney, Buckinghamshire ",51.49351504,-0.663256645,750
Canoe Sprint,"Canoe Double (C2) 1000m: heats, semi-final",Men,Tue,7-Aug,9:30,11:30,2:00,"Eton Dorney, Buckinghamshire ",51.49351504,-0.663256645,750
Canoe Sprint,"Kayak Four (K4) 1000m: heats, semi-final",Men,Tue,7-Aug,9:30,11:30,2:00,"Eton Dorney, Buckinghamshire ",51.49351504,-0.663256645,750
Canoe Sprint,"Kayak Single (K1) 500m: heats, semi-finals",Women,Tue,7-Aug,9:30,11:30,2:00,"Eton Dorney, Buckinghamshire ",51.49351504,-0.663256645,750
Canoe Sprint,"Kayak Double (K2) 500m: heats, semi-final",Women,Tue,7-Aug,9:30,11:30,2:00,"Eton Dorney, Buckinghamshire ",51.49351504,-0.663256645,750
Canoe Sprint,"Canoe Single (C1) 1000m: final, victory ceremony",Men,Wed,8-Aug,9:30,11:15,1:45,"Eton Dorney, Buckinghamshire ",51.49351504,-0.663256645,750
Canoe Sprint,"Kayak Single (K1) 1000m: final, victory ceremony",Men,Wed,8-Aug,9:30,11:15,1:45,"Eton Dorney, Buckinghamshire ",51.49351504,-0.663256645,750
Canoe Sprint,"Kayak Double (K2) 1000m: final, victory ceremony",Men,Wed,8-Aug,9:30,11:15,1:45,"Eton Dorney, Buckinghamshire ",51.49351504,-0.663256645,750
Canoe Sprint,"Kayak Four (K4) 500m: final, victory ceremony",Women,Wed,8-Aug,9:30,11:15,1:45,"Eton Dorney, Buckinghamshire ",51.49351504,-0.663256645,750
Canoe Sprint,"Canoe Single (C1) 1000m: heats, semi-finals",Men,Mon,6-Aug,9:30,11:50,2:20,"Eton Dorney, Buckinghamshire ",51.49351504,-0.663256645,750
Canoe Sprint,"Kayak Single (K1) 1000m: heats, semi-finals",Men,Mon,6-Aug,9:30,11:50,2:20,"Eton Dorney, Buckinghamshire ",51.49351504,-0.663256645,750
Canoe Sprint,"Kayak Double (K2) 1000m: heats, semi-final",Men,Mon,6-Aug,9:30,11:50,2:20,"Eton Dorney, Buckinghamshire ",51.49351504,-0.663256645,750
